disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Private vehicles,col2_Buses,col3_Municipal fleet (government owned vehicles excluding buses),col4_Freight vehicles,col5_Taxis/Transport Network Companies/Carshares,col6_Comment
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,City,South East Asia & Oceania,Singapore,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0.0,0.0,0.0,0.0,0.0,
2025 Disclosure Cycle,779465,CDP,36032,Ville de Dakar,City,UKWW,Senegal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,154379.0,5987.0,,,22713.0,
2025 Disclosure Cycle,779465,CDP,36032,Ville de Dakar,City,UKWW,Senegal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,34.0,,,,,
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,46803,6123,0,0,"Total Transport Scope 1 (2021) = 932,995 tCO2e"
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,0,773,825,0,3496,nothing additional
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,59,245,0,0,"The goal is to have until 2027, 87% of the fleet using renewable souces with a estimated reduction of 80% of CO2 emissions.\n\nEstimated Goals for 2030:\n\nGEE (2030): 41 750 tCO2eq\n\nFleet size (2030): 870 buses\n\nEletric (2030): 232 buses\n\nHydrogen (2030): 73 buses"
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,11,0,0,nothing additional
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,7,0,0,nothing additional
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,nothing additional
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,0,0,0,Salvador não realiza esse levantamento por meio de transporte.
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,1088654,2148,0,,0,"Frota de ônibus urbanos (Dado fornecido pela SEMOB para o ano de 2024). Os demais dados foram extraídos da plataforma do Departamento Estadual de Trânsito da Bahia (DETRAN), disponível em https://www.detran.ba.gov.br/frotaBi.php."
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,8,0,0,0,"Salvador não possui os dados desagregados, porém, a frota total de veículos elétricos no município até o momento é de 10.094."
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,Salvador não realiza esse levantamento.
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,Salvador não realiza esse levantamento.
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,Salvador não realiza esse levantamento.
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),1876631,1370066,0,0,0,"Se asume que las emisiones provenientes del diésel corresponde a autobuses y las provenientes del consumo de gasolina, corresponden a vehículos privados. La ciudad no tiene diferenciadas emisiones para otro tipo de vehículos."
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,366222.0,4948.0,0,16214.0,22919.0,Datos otorgados por la agencia metropolitana de tránsito para 2021.\n\n
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,22.0,1.0,0,0,0,No se dispone de los demás datos.
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,7823.0,0,113.0,0,0,No se dispone de los demás datos.
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,100,0,0,0,0,No se dispone de esta información.
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0.0,0,0,0,0,No existe este tipo de vehículos en la ciudad.
2025 Disclosure Cycle,779465,CDP,43932,Auckland Council,City,South East Asia & Oceania,New Zealand,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,79576,,,,"Emissions from on-road transport are calculated from fuel use (petrol, diesel, LPG, electricity). Therefore, data is not available for some transport modes"
2025 Disclosure Cycle,779465,CDP,43932,Auckland Council,City,South East Asia & Oceania,New Zealand,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,1201970,1350,397,250635,9574,"Bus fleet is of Auckland Transport public transport bus services. Municipal fleet is total of Auckland Council, Tataki Auckland Unlimited, Auckland Transport and Eke Panuku"
2025 Disclosure Cycle,779465,CDP,43932,Auckland Council,City,South East Asia & Oceania,New Zealand,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,36332,179,86,1497,,
2025 Disclosure Cycle,779465,CDP,43932,Auckland Council,City,South East Asia & Oceania,New Zealand,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,173277,0,330,1985,,
2025 Disclosure Cycle,779465,CDP,43932,Auckland Council,City,South East Asia & Oceania,New Zealand,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,15104,0,0,639,,
2025 Disclosure Cycle,779465,CDP,43932,Auckland Council,City,South East Asia & Oceania,New Zealand,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,5,1,0,1,0,
2025 Disclosure Cycle,779465,CDP,43938,"Environment and Climate Change Authority, Govt of Dubai",City,UKWW,United Arab Emirates,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,,"The total emissions for transport in 2023 is: 10130000 metric tons of CO2. \nNote for all, taxi numbers exclude limousines, carshare and TNC."
2025 Disclosure Cycle,779465,CDP,43938,"Environment and Climate Change Authority, Govt of Dubai",City,UKWW,United Arab Emirates,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,2212187,71460,36756,0,13747,Private vehicles include heavy and light vehicles. Freight vehicles are not counted. 
2025 Disclosure Cycle,779465,CDP,43938,"Environment and Climate Change Authority, Govt of Dubai",City,UKWW,United Arab Emirates,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,37340,50,384,0,342,Freight vehicles are not counted. 
2025 Disclosure Cycle,779465,CDP,43938,"Environment and Climate Change Authority, Govt of Dubai",City,UKWW,United Arab Emirates,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,35542,3,6152,0,11174,Freight vehicles are not counted. 
2025 Disclosure Cycle,779465,CDP,43938,"Environment and Climate Change Authority, Govt of Dubai",City,UKWW,United Arab Emirates,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,Freight vehicles are not counted. 
2025 Disclosure Cycle,779465,CDP,43938,"Environment and Climate Change Authority, Govt of Dubai",City,UKWW,United Arab Emirates,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,13,0,0,0,0,Freight vehicles are not counted. 
2025 Disclosure Cycle,779465,CDP,44180,Daegu Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,0,The data has not been collected
2025 Disclosure Cycle,779465,CDP,44180,Daegu Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,1035150,3879,703,139288,21062,Daegu Metropolitan City Statistical Data as of 2022
