disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Main community-wide emissions inventory attachment (spreadsheet)^,col2_URL link (with unrestricted access)^,col3_Status of main community-wide inventory attachment and/or direct link,col4_Year covered by main inventory^,col5_Boundary of main inventory relative to jurisdiction boundary^,col6_Population in year covered by main inventory,col7_Primary protocol/framework used to compile main inventory,col8_GCoM: Primary protocol/framework used to compile main inventory^,col9_Tool used to compile main inventory,col10_Gases included in main inventory^,col11_Primary source of emission factors^^,col12_Source of global warming potential values,col13_Has the main inventory been audited/verified?,col14_Overall level of data quality,col15_Have any of the calculation methodologies and/or boundary used for this inventory changed when compared to the previously reported inventory?,col16_Additional/historical inventories and other relevant attachments,"col17_Further documentation, links and comments"
2025 Disclosure Cycle,779465,CDP,859135,Higashiura Town,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"【インベントリデータ】 .xlsx,【インベントリデータ】 .xlsx,【インベントリデータ】 .xlsx",https://covenantofmayors-japan.jp/helpful-information/inventorydata/,The emissions inventory can be accessed (unrestricted) on the link provided,2022/2023,Same - covers entire jurisdiction and nothing else,50162,,Regional or country/area specific methodology,Other: 世界首長誓約「日本事務局」が提供するインベントリデータ,CO2,National/sub-national emission factors: https://www.env.go.jp/policy/local_keikaku/tools/karte.html,Do not know,"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,,温室効果ガス排出インベントリについて、本町で策定している地球温暖化対策実行計画（区域施策編）では、環境省の自治体排出量カルテを使用していますが、本調査の回答では最新の二酸化炭素排出量が確認できる、世界首長誓約日本事務局提供のインベントリデータの数値を掲載しています。
2025 Disclosure Cycle,779465,CDP,859167,Imabari City,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://www.env.go.jp/policy/local_keikaku/data/karte/pdf/38202.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2020,Same - covers entire jurisdiction and nothing else,151672.0,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: 自治体排出量カルテ,CH4|CO2|N2O,Do not know,Do not know,"No, not audited/verified",,,,
2025 Disclosure Cycle,779465,CDP,859168,Saijo City,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://www.city.saijo.ehime.jp/uploaded/attachment/77384.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2021,Same - covers entire jurisdiction and nothing else,106265,Regional or country/area specific methodology,,Government of Japan Ministry of Environment Manual (Japan),CO2,National/sub-national emission factors: 温対法に対応して排出インベントリを作成している,IPCC Fourth Assessment Report (2007),"No, not audited/verified",Activity data - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy and this has triggered a recalculation of historic emissions data",,特になし
2025 Disclosure Cycle,779465,CDP,860640,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),City,Latin America,Mexico,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Anexo metodológico Inventario GEI Región Altos Norte (1).pdf,https://drive.google.com/drive/folders/1W3VGm_5lYSZOTV7YFE17hYzeUf7JHT5U?usp=drive_link,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2018,Same - covers entire jurisdiction and nothing else,400000.0,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,Do not know,CO2|CH4|N2O,Do not know,Do not know,"No, not audited/verified",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Kommunrapport_jarfalla_vaxthusgaser_totalt_.xlsx,https://nationellaemissionsdatabasen.smhi.se/,The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,86330,"Other: The national database for emissions to air holds data from the Swedish inventories, e.g. from the reporting to the United Nations Framework Convention on Climate Change (UNFCCC) and Convention on Long-Range Transboundary Air Pollution (CLRTAP).",,Other regionally/nationally developed tool/process: Carbon budget from Klimatsekretariatet and Uppsala University,SF6|HFCs|N2O|CO2|CH4|PFCs,National/sub-national emission factors: Transport Industry Agriculture Energy and Heating Heating of housholds Work machines Waste Product use International transportation,IPCC Sixth Assessment Report (2021),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality|Emissions factors - High data quality,"Yes, due to a change to the inventory boundary but this has not triggered a recalculation of historic emissions data",,https://jarfalla.hallbarometern.se/klimat-och-miljo/miljoplan-2023-2030/minskad-klimatpaverkan/minskade-koldioxidutslapp/utslapp-av-vaxthusgaser-totalt/
2025 Disclosure Cycle,779465,CDP,861790,Wokingham Borough Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,SCATTER_wokingham_CDP-report-inventory_2020.xlsx,Attached,The emissions inventory has been attached,2020,Same - covers entire jurisdiction and nothing else,171789,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),,SCATTER,CO2,Default IPCC emission factors,Do not know,"No, not audited/verified",Activity data - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",,"The data included within the SCATTER approach follows national methodologies and scopes, which differ slightly from the scopes within our Borough Action Plan due to the limited influence we have over certain elements."
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Dokumen RAD Perubahan Iklim Kabupaten Sumbawa.pdf,Sumbawa district greenhouse gas reduction regional action plan document ,The emissions inventory has been attached,2017,Same - covers entire jurisdiction and nothing else,445503.0,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,SIGN-SMART (Indonesia),N2O|CH4|CO2,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,"Dokumen PRKBI Kabupaten Sumbawa.pdf,Dokumen RAD Perubahan Iklim Kabupaten Sumbawa.pdf,Laporan Akhir Penyusunan Dokumen Analisis Perubahan Tutupan Lahan pada KPHL Ampang Plampang.pdf","Greenhouse gas emission calculations were carried out in 2017 with the base data from 2009 to 2016. Greenhouse gas calculations were converted into CO2 equivalent for each sector. Namely the agriculture, livestock, energy, transportation, waste and forestry sectors. "
2025 Disclosure Cycle,779465,CDP,862504,Posadas,City,Latin America,Argentina,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,IGEI Posadas_Reporte.xlsx,no hay,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,307412,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,N2O|CO2|CH4,Default IPCC emission factors,Other: ,"No, not audited/verified",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,IGEI Posadas 2018_Reporte.xlsx,no hay
2025 Disclosure Cycle,779465,CDP,862505,Cheltenham Borough Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,SCATTER_cheltenham_Inventory_2020 (1).xlsx,SCATTER,The emissions inventory has been attached,2020,Same - covers entire jurisdiction and nothing else,118800,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,SCATTER,CO2|CH4|N2O,National/sub-national emission factors: Government Conversion Factors,IPCC Fourth Assessment Report (2007),,,,,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Surrey Emissions Inventory 2023.xlsx,n/a,The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,1203108.0,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: National Government Statistics,N2O|CH4|CO2,National/sub-national emission factors: National Government,IPCC Fifth Assessment Report (2013),"Yes, internally and externally audited/verified",Emissions factors - High data quality|Activity data - High data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",,Spreadsheet includes historical emissions inventories back to 2018
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Selkirk City-Wide GHG Inventory - 2024.xlsx,N/A,The emissions inventory has been attached,2024,Same - covers entire jurisdiction and nothing else,10504.0,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Internal tool/process,N2O|CH4|CO2,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"No, not audited/verified",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,"City of Selkirk Community GHG Emission Trends 2020-2024.pdf,City of Selkirk Corporate GHG Emission Trends 2016-2024.pdf",https://www.myselkirk.ca/ghgreporting/
2025 Disclosure Cycle,779465,CDP,862760,"City of Oxford, OH",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"DRAFT Oxford, Ohio - 2023 Greenhouse Gas Inventory - No MU (6).xlsx,Final Oxford, Ohio - 2023 Greenhouse Gas Inventory (1) (1).xlsx,Oxford, Ohio No MU - 2023 Greenhouse Gas Inventory .xlsx",NA,The emissions inventory has been attached,2023,"Other: Excludes Miami University, as they are a separate entity of the State within Oxford boundaries.",23000.0,,"U.S. EPA Greenhouse Gas Reporting Program (includes US EPA SIT tool, FLIGHT tool etc.)",US EPA Greenhouse Gas Inventory Tool (US),CH4|N2O|CO2,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",OxfordCSCY2019_withoutMiami_inventory_detail.xlsx,"2019 baseline inventory conducted using Clearpath, 2023 inventory conducted using US EPA Local GHG Inventory Tool by Power a Clean Future Ohio.\n\nMiami University excluded in inventory because they are a separate entity of the State of Ohio and Oxford City Council adopted climate goals excluding the University. "
2025 Disclosure Cycle,779465,CDP,862814,"South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties)",City,Europe,Ireland,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"GHG emissions inventory SE 2023.xlsx,South East Summary Emissions (KtCO2 and GWh).docx",,The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,456228,Regional or country/area specific methodology,,Internal tool/process,NF3|PFCs|CO2|HFCs|N2O|CH4|SF6,,,,,,,Central Statistics Office Ireland\nMapELre.dk\nEnvironmental Protection Agency Ireland\nAgriculture and Food Development Authority\n
